LECROYWR6050A,16172,Waveform
Segments,1,SegmentSize,2502
Segment,TrigTime,TimeSinceSegment1
#1,11-Jun-2009 13:00:58,0                 
Time,Ampl
3.061591e-007,-0.0671041
3.063591e-007,-0.0663272
3.065591e-007,-0.0657575
3.067591e-007,-0.0660855
3.069591e-007,-0.0663445
3.071591e-007,-0.0663617
3.073591e-007,-0.0668969
3.075591e-007,-0.0677946
3.077591e-007,-0.0671904
3.079591e-007,-0.0642729
3.081591e-007,-0.0614416
3.083591e-007,-0.0609755
3.085591e-007,-0.0617351
3.087591e-007,-0.0614762
3.089591e-007,-0.0608547
3.091591e-007,-0.0622012
3.093591e-007,-0.0647044
3.095591e-007,-0.0655849
3.097591e-007,-0.0654813
3.099591e-007,-0.0668451
3.101591e-007,-0.0681917
3.103591e-007,-0.0673803
3.105591e-007,-0.0662927
3.107591e-007,-0.0666034
3.109591e-007,-0.0665689
3.111591e-007,-0.0659647
3.113591e-007,-0.0667415
3.115591e-007,-0.0682435
3.117591e-007,-0.068675
3.119591e-007,-0.0684506
3.121591e-007,-0.0674148
3.123591e-007,-0.0649634
3.125591e-007,-0.0633406
3.127591e-007,-0.0649807
3.129591e-007,-0.0686405
3.131591e-007,-0.0710747
3.133591e-007,-0.0710229
3.135591e-007,-0.0696591
3.137591e-007,-0.0687614
3.139591e-007,-0.0694864
3.141591e-007,-0.07123
3.143591e-007,-0.0717825
3.145591e-007,-0.0705395
3.147591e-007,-0.068675
3.149591e-007,-0.0668969
3.151591e-007,-0.0656539
3.153591e-007,-0.0651878
3.155591e-007,-0.0654813
3.157591e-007,-0.0670005
3.159591e-007,-0.0691584
3.161591e-007,-0.0697281
3.163591e-007,-0.0681917
3.165591e-007,-0.0655504
3.167591e-007,-0.0624084
3.169591e-007,-0.0606303
3.171591e-007,-0.0615797
3.173591e-007,-0.0629608
3.175591e-007,-0.0628572
3.177591e-007,-0.0625292
3.179591e-007,-0.06284
3.181591e-007,-0.0627882
3.183591e-007,-0.0616143
3.185591e-007,-0.0605785
3.187591e-007,-0.0616315
3.189591e-007,-0.0644282
3.191591e-007,-0.0664998
3.193591e-007,-0.0667761
3.195591e-007,-0.0668451
3.197591e-007,-0.0674666
3.199591e-007,-0.0664135
